"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:47v4uUtj5AukJmCbMq4Kry","Freeze Tag (feat. Phoelix)","spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU, spotify:artist:6HQYnRM4OzToCYPpVBInuU, spotify:artist:6p70iKebfMSl8zbkiEwOtS, spotify:artist:2TKC2gVUNBUAlFqfLUoaj0","Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix","spotify:album:4Wq9dC08uEtSuGc8mFwC3r","Dinner Party","spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU","Terrace Martin, Robert Glasper, 9th Wonder","2020-07-10","https://i.scdn.co/image/ab67616d0000b2735557786a9c1b65b81c018551","1","6","191936","https://p.scdn.co/mp3-preview/05a06ab220f7f0a1ba71a06d466a69a03ea91f42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","spotify:user:rileybrady0","2021-09-27T18:00:03Z"
"spotify:track:6g3IWdT5DBpfwN4yHwjAUl","Back Seat (Wit No Sheets)","spotify:artist:21gGD9dUby5ls0belA1wqZ","H-Town","spotify:album:0iarsNqlfV4gXmTu6kr26k","Beggin After Dark","spotify:artist:21gGD9dUby5ls0belA1wqZ","H-Town","1994-01-21","https://i.scdn.co/image/ab67616d0000b273d10a4fb17a6c5a3c3139f84e","1","10","285100","https://p.scdn.co/mp3-preview/7791f54eb37df905bc4219afa6abf070f566adc1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:rileybrady0","2021-09-27T18:06:59Z"
"spotify:track:1PrVLmXkJjh2vEhmBEKLeM","Dragonball Durag - Remix","spotify:artist:4frXpPxQQZwbCu3eTGnZEw, spotify:artist:1ybINI1qPiFbwDXamRtwxD, spotify:artist:0NcPKaSNIHAM2RfioH9vMT","Thundercat, Smino, Guapdad 4000","spotify:album:4pjJMjf9P4ZrRoGuGrdUQg","Dragonball Durag (Remix)","spotify:artist:4frXpPxQQZwbCu3eTGnZEw, spotify:artist:1ybINI1qPiFbwDXamRtwxD, spotify:artist:0NcPKaSNIHAM2RfioH9vMT","Thundercat, Smino, Guapdad 4000","2020-08-25","https://i.scdn.co/image/ab67616d0000b27308786a4c223448d6840bed5d","1","1","221098","https://p.scdn.co/mp3-preview/a7f2087178f821c9ad84f74984efc7fb3be7ef36?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","spotify:user:rileybrady0","2021-09-27T19:29:10Z"
"spotify:track:2jzNzQibsiVIBPTeJsifby","ALLSTAR","spotify:artist:7cIx4IDh0zLqXBxuNSqFNq, spotify:artist:4596e2d3KmYzAeVenjCxfj","Rae Khalil, Free Nationals","spotify:album:4qjamshmT7gedEq6uGHXLr","FORTHEWORLD","spotify:artist:7cIx4IDh0zLqXBxuNSqFNq","Rae Khalil","2020-06-09","https://i.scdn.co/image/ab67616d0000b2739e22cb54031d665358c919a6","1","6","174230","https://p.scdn.co/mp3-preview/9ef781cdac0458fe19873dcdf474adb03f2326d3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","spotify:user:rileybrady0","2021-09-27T19:30:29Z"
"spotify:track:1iGOI54dl6Ps1kYlSpPZzg","Overseas","spotify:artist:4frXpPxQQZwbCu3eTGnZEw, spotify:artist:1UH80jhsYsFztK0anu2FNS","Thundercat, Zack Fox","spotify:album:59GRmAvlGs7KjLizFnV7Y9","It Is What It Is","spotify:artist:4frXpPxQQZwbCu3eTGnZEw","Thundercat","2020-04-03","https://i.scdn.co/image/ab67616d0000b27323fb02f383f3bef16ab9d092","1","8","88453","https://p.scdn.co/mp3-preview/a6779df3ca24a8fc00bc443873d64a5e87fd1aee?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:rileybrady0","2021-09-27T19:30:50Z"
"spotify:track:7Bar1kLTmsRmH6FCKKMEyU","Hit Different","spotify:artist:7tYKF4w9nC0nq9CsPZTHyP, spotify:artist:0KuF7reCTOZwV7YJnHQqgr, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign","spotify:album:4xmJCh7ct63QvQ5wRc44db","Hit Different","spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","SZA","2020-09-04","https://i.scdn.co/image/ab67616d0000b273a135dd969dce9f38ed32ef98","1","1","202007","https://p.scdn.co/mp3-preview/bcdf84102fae1f18f87c7c400e212a596839c6eb?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:rileybrady0","2021-09-27T19:32:18Z"
"spotify:track:18kV8FzhGXE6XndMdiv4Ox","Running Outta Love (feat. Tori Kelly)","spotify:artist:0QWrMNukfcVOmgEU0FEDyD, spotify:artist:1vSN1fsvrzpbttOYGsliDr","Jacob Collier, Tori Kelly","spotify:album:33cj3kzLqVOg9zvy69Wrc8","Djesse Vol. 3","spotify:artist:0QWrMNukfcVOmgEU0FEDyD","Jacob Collier","2020-08-14","https://i.scdn.co/image/ab67616d0000b27334de228d223a20a8a5d1f465","1","9","265586","https://p.scdn.co/mp3-preview/2dd150cbb38c07442d35115165b8b717f2da0ca7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","spotify:user:rileybrady0","2021-09-27T19:32:49Z"
"spotify:track:2liDEMyPVzDDLXKUnyiznA","Can You Get to That","spotify:artist:450o9jw6AtiQlQkHCdH6Ru","Funkadelic","spotify:album:5p9GTYAPSgc5C1ck9ZbnMk","Maggot Brain","spotify:artist:450o9jw6AtiQlQkHCdH6Ru","Funkadelic","1971-07-12","https://i.scdn.co/image/ab67616d0000b2735f65081f7b44af5de6f3d6a0","1","2","171560","","false","1","spotify:user:rileybrady0","2021-09-27T19:33:17Z"
"spotify:track:7hGlI6hbIMilmP4szdfRqa","A Piper For Janet","spotify:artist:1RKG6WXRzmTJtbLRZTPU0T","Cosmo Pyke","spotify:album:0snEL2LIY3LYVkv5U8uiwx","A Piper For Janet","spotify:artist:1RKG6WXRzmTJtbLRZTPU0T","Cosmo Pyke","2020-11-27","https://i.scdn.co/image/ab67616d0000b273fa5a0dbd64e9fcb9fd71d1ca","1","1","279754","https://p.scdn.co/mp3-preview/9c4212c4d886d2846b5c086fad5170194107520d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:rileybrady0","2021-09-27T19:33:51Z"
"spotify:track:124y2S8K9o7dDkgA29q6eX","Wait","spotify:artist:4QQgXkCYTt3BlENzhyNETg","Earth\, Wind & Fire","spotify:album:4RLVTxnuVN5ZWZqBFnaaQt","I Am","spotify:artist:4QQgXkCYTt3BlENzhyNETg","Earth\, Wind & Fire","1979-06","https://i.scdn.co/image/ab67616d0000b2735ccd022a69a4da9551efd988","1","7","219320","https://p.scdn.co/mp3-preview/c2f059365c9b2c7f2027b590fa5165ab4d009eaa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:rileybrady0","2021-09-27T19:34:20Z"
"spotify:track:31tf1qEai5o5f4r66Kd0pU","Me and Your Mama","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:4Carzsnpd6yvuHZ49I0oz8","""Awaken, My Love!""","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2016-12-02","https://i.scdn.co/image/ab67616d0000b273f78c98bbf2b3c9e2a764203e","1","1","379226","","false","82","spotify:user:rileybrady0","2021-09-27T19:34:45Z"
"spotify:track:7wlcweEsneQgizqNOrUqJE","Shaolin Monk Motherfunk","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","spotify:album:3qzmmmRmVBiOuMvrerfW4z","Choose Your Weapon","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","2015-05-01","https://i.scdn.co/image/ab67616d0000b27365c29c4a590e9e9b03467c5a","1","2","350533","https://p.scdn.co/mp3-preview/9f16964c8b8ea8883fc196b75a20f96b734b8135?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","spotify:user:rileybrady0","2021-09-27T19:34:57Z"
"spotify:track:2m6knc5tEfzVYwGY6GlCPm","Molasses","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","spotify:album:3qzmmmRmVBiOuMvrerfW4z","Choose Your Weapon","spotify:artist:43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote","2015-05-01","https://i.scdn.co/image/ab67616d0000b27365c29c4a590e9e9b03467c5a","1","17","289480","https://p.scdn.co/mp3-preview/07512c17fe162c404bd3fa7366ff1e6d461b3966?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:rileybrady0","2021-09-27T19:35:29Z"
"spotify:track:23H8PpuhyTDHwpqcDm7vS6","Isn't She Lovely","spotify:artist:1uiEZYehlNivdK3iQyAbye","Tom Misch","spotify:album:28enuddLPEA914scE6Drvk","Geography","spotify:artist:1uiEZYehlNivdK3iQyAbye","Tom Misch","2018-04-06","https://i.scdn.co/image/ab67616d0000b2732aebf42d8901fbcd14c9eca8","1","7","86925","https://p.scdn.co/mp3-preview/870550217aeb9949bcc78238c4d860ebf609b2c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","spotify:user:rileybrady0","2021-09-27T19:37:00Z"
"spotify:track:0LrwgdLsFaWh9VXIjBRe8t","Changes - 2015 Remaster","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","spotify:album:6fQElzBNTiEMGdIeY0hy5l","Hunky Dory (2015 Remaster)","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","1971-12-17","https://i.scdn.co/image/ab67616d0000b273e464904cc3fed2b40fc55120","1","1","217746","https://p.scdn.co/mp3-preview/f3a4d4b7d55921343d56a33eaf9778ae2a1a2ca3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","spotify:user:rileybrady0","2021-09-27T19:40:29Z"
"spotify:track:4nOHprlBR2OHWZe1EGrxdr","RABi","spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ","Bon Iver","spotify:album:0aldG5AoqOUDkEbsGtI9TW","i,i","spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ","Bon Iver","2019-08-09","https://i.scdn.co/image/ab67616d0000b27357629d831030c7cd9506b49c","1","13","212266","https://p.scdn.co/mp3-preview/4450e85b3f835f873718e284f1fdfb913ecc6f19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:rileybrady0","2021-09-28T17:10:11Z"
"spotify:track:5mtfHX4VyY5D81WMaOHgHV","What More Can I Say","spotify:artist:6PEMFpe3PTOksdV4ZXUpbE, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","NxWorries, Anderson .Paak, Knxwledge","spotify:album:0gpxUkqSnLwD50aaRir6jH","Yes Lawd!","spotify:artist:6PEMFpe3PTOksdV4ZXUpbE, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","NxWorries, Anderson .Paak, Knxwledge","2016-10-21","https://i.scdn.co/image/ab67616d0000b273cc186f1bfb7589712e2a881f","1","5","156133","https://p.scdn.co/mp3-preview/1dcb6b6f2969f44d0e666cfefca6f64c10053f8e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","54","spotify:user:rileybrady0","2021-09-28T17:11:45Z"
"spotify:track:0bSeiJ2jr9QVcH9VmhbHKQ","Omavi","spotify:artist:1peoXq0RPx7czVoFjloeDQ","MAVI","spotify:album:1RU8i9ISNQ52Vs8msq30C1","Let the Sun Talk","spotify:artist:1peoXq0RPx7czVoFjloeDQ","MAVI","2019-10-18","https://i.scdn.co/image/ab67616d0000b273655aaf07642a3042adb4ae89","1","12","166203","https://p.scdn.co/mp3-preview/90f61e245ebd69730f197082680f1393742f7f2a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","spotify:user:rileybrady0","2021-09-29T17:48:06Z"
"spotify:track:1BkK2fQUGALz7AaOSo7Swh","Love You Bad (feat. Phoelix)","spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU, spotify:artist:6HQYnRM4OzToCYPpVBInuU, spotify:artist:6p70iKebfMSl8zbkiEwOtS, spotify:artist:2TKC2gVUNBUAlFqfLUoaj0","Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington, Dinner Party, Phoelix","spotify:album:4Wq9dC08uEtSuGc8mFwC3r","Dinner Party","spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:5cM1PvItlR21WUyBnsdMcn, spotify:artist:4s8ZGMVf3OiPktSP4ulpqU","Terrace Martin, Robert Glasper, 9th Wonder","2020-07-10","https://i.scdn.co/image/ab67616d0000b2735557786a9c1b65b81c018551","1","2","168203","https://p.scdn.co/mp3-preview/7ce3c0b1b9449ebf10a30e649e718cedbba2cb6f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","spotify:user:rileybrady0","2021-10-01T00:40:29Z"
"spotify:track:2fwWqhMztdMNxUjMkaS9m4","Code of Honor","spotify:artist:5qRbfEf4Ooo19aRXKQzvUV","Navy Blue","spotify:album:3wkNVoQDFznu6kIR8d1BQb","Navy's Reprise","spotify:artist:5qRbfEf4Ooo19aRXKQzvUV","Navy Blue","2021-08-13","https://i.scdn.co/image/ab67616d0000b273f31477afef957681e02aa4f2","1","3","195314","https://p.scdn.co/mp3-preview/31d0cc9e5a83163173062a1d2720df5d5c949b45?cid=9950ac751e34487dbbe027c4fd7f8e99","true","30","spotify:user:rileybrady0","2021-10-01T01:10:48Z"
"spotify:track:3f0wlG15mXf22WOraAYwJ7","MF GROOVE (with Ravyn Lenae)","spotify:artist:1ybINI1qPiFbwDXamRtwxD, spotify:artist:5RTLRtXjbXI2lSXc6jxlAz","Smino, Ravyn Lenae","spotify:album:5rVlqi2fHOmWB764N8PsWF","NOIR","spotify:artist:1ybINI1qPiFbwDXamRtwxD","Smino","2018-11-08","https://i.scdn.co/image/ab67616d0000b273418c202dda058a337ddb0f92","1","17","246960","https://p.scdn.co/mp3-preview/ef4cf59c1e0b4a78920b24c65a1851a9716808c9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","spotify:user:rileybrady0","2021-10-07T13:51:59Z"
"spotify:track:7MS6bnaVkLzeDvqsLkuASF","Brownstone","spotify:artist:6n7llPn2HLKS375ZyJQ2VR","AJRadico","spotify:album:0RmYIB00Fi24HWHhP378eb","Transit","spotify:artist:6n7llPn2HLKS375ZyJQ2VR","AJRadico","2021-02-25","https://i.scdn.co/image/ab67616d0000b273b81f6d4ca87e2b4b2693685a","1","8","146881","https://p.scdn.co/mp3-preview/00d2cc142e47615af13a07d1be95faa85db41ce2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","22","spotify:user:rileybrady0","2021-10-07T14:38:38Z"
"spotify:track:2fhePAlCSsJplwkjqMYpVm","LOVE AGAIN","spotify:artist:20wkVLutqVOYrc0kxFs7rA, spotify:artist:05oH07COxkXKIMt6mIPRee","Daniel Caesar, Brandy","spotify:album:4mvxoogQn8p84Wz17zTHnJ","CASE STUDY 01","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","2019-06-28","https://i.scdn.co/image/ab67616d0000b2737607aa9ae7904e1b12907c93","1","3","214277","https://p.scdn.co/mp3-preview/419fa03802bf8f52b0bd19b4553c00e1e84efa9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:rileybrady0","2021-10-24T17:57:07Z"
"spotify:track:3E895HtTn6lB40SA0l9EkL","Take Me Away (feat. Syd)","spotify:artist:20wkVLutqVOYrc0kxFs7rA, spotify:artist:3jk39CGeaaSO3FPKNx1RUx","Daniel Caesar, Syd","spotify:album:3xybjP7r2VsWzwvDQipdM0","Freudian","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","2017-08-25","https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037","1","8","226116","https://p.scdn.co/mp3-preview/09fa11f8c41fd78f68dd2b6911077df7c9158d3a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","spotify:user:rileybrady0","2021-10-28T03:32:58Z"
"spotify:track:4ghAqJZT9etcLGXK8dyPik","Mountains","spotify:artist:3GQboECxDT1xqPPWC30p7v","Charlotte Day Wilson","spotify:album:0eOM8vsIKCT8PZakHDIUFL","Mountains","spotify:artist:3GQboECxDT1xqPPWC30p7v","Charlotte Day Wilson","2019-09-17","https://i.scdn.co/image/ab67616d0000b27394f9627f385e5841829760fe","1","1","248135","https://p.scdn.co/mp3-preview/35e7e1c143d8ea82b0968ab893ee0a06dfdb69cf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:rileybrady0","2021-10-28T11:34:10Z"
"spotify:track:1TPLsNVlofwX1txcE9gZZF","We Find Love","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","spotify:album:3xybjP7r2VsWzwvDQipdM0","Freudian","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","2017-08-25","https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037","1","6","254919","https://p.scdn.co/mp3-preview/23f0510be701384e2d5e1d0724d1736772b3d798?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","spotify:user:rileybrady0","2021-10-28T17:02:59Z"
"spotify:track:2WXocqPMagvqGclaaMVXLA","La cumbia me está llamando [Feat. La Perla] - Kaidi Tatham Remix","spotify:artist:6O5k8LLRfDK8v9jj1GazAQ, spotify:artist:1CJIcvG0AwRBiclbftNcDp, spotify:artist:0vLij0xNgji2FO7QXjcaSR","Nubya Garcia, La Perla, Kaidi Tatham","spotify:album:7i19btj7l15brLPazHmuod","La cumbia me está llamando [Feat. La Perla] (Kaidi Tatham Remix)","spotify:artist:6O5k8LLRfDK8v9jj1GazAQ, spotify:artist:0vLij0xNgji2FO7QXjcaSR","Nubya Garcia, Kaidi Tatham","2021-08-19","https://i.scdn.co/image/ab67616d0000b273ab9bd1ab4989baa681a93088","1","1","304538","https://p.scdn.co/mp3-preview/4d7e712a60dc2dbdc2ed6c37467e6feaabf5fa8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:rileybrady0","2021-11-04T17:32:11Z"
"spotify:track:4iN16F8JtVxG2UTzp3avGl","Smokin Out The Window","spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:6PvvGcCY2XtUcSRld1Wilr","Bruno Mars, Anderson .Paak, Silk Sonic","spotify:album:3BBsMXl00IfMxO7LCpYFU8","Smokin Out The Window","spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:6PvvGcCY2XtUcSRld1Wilr","Bruno Mars, Anderson .Paak, Silk Sonic","2021-11-05","https://i.scdn.co/image/ab67616d0000b273ca1fa2ec5795f48e610dc058","1","1","197442","","false","22","spotify:user:rileybrady0","2021-11-18T23:30:49Z"
"spotify:track:7dZ83x0X0QnZfm1mvJ83bn","Fair Chance","spotify:artist:4frXpPxQQZwbCu3eTGnZEw, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:4bbjivSh1oG4NOc7uYHfw5","Thundercat, Ty Dolla $ign, Lil B","spotify:album:59GRmAvlGs7KjLizFnV7Y9","It Is What It Is","spotify:artist:4frXpPxQQZwbCu3eTGnZEw","Thundercat","2020-04-03","https://i.scdn.co/image/ab67616d0000b27323fb02f383f3bef16ab9d092","1","13","237699","https://p.scdn.co/mp3-preview/1e8ecc050b423c98bdc3741611a7559c52c027ca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","spotify:user:rileybrady0","2021-11-19T17:03:30Z"
"spotify:track:300DUx4tdtCdGEUXR032jA","Palace/Curse (feat. Tyler, The Creator & Steve Lacy)","spotify:artist:7GN9PivdemQRKjDt4z5Zv8, spotify:artist:4V8LLVI7PbaPR0K2TGSxFF, spotify:artist:57vWImR43h4CaDao012Ofp","The Internet, Tyler\, The Creator, Steve Lacy","spotify:album:69g3CtOVg98TPOwqmI2K7Q","Ego Death","spotify:artist:7GN9PivdemQRKjDt4z5Zv8","The Internet","2015-06-26","https://i.scdn.co/image/ab67616d0000b2731c1c33c63cdbcb5788975a93","1","12","440013","https://p.scdn.co/mp3-preview/92f3d22c364280c00f1e76c9e114bafae29a2a77?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","spotify:user:rileybrady0","2021-11-19T17:03:44Z"
"spotify:track:011ZwIM48eD8ee2UBpG8nK","12.38 (feat. 21 Savage, Ink & Kadhja Bonet)","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL, spotify:artist:1URnnhqYAYcrqrcwql10ft, spotify:artist:4ZhFCxPekpmV12n2xMeF2z, spotify:artist:6sqZoZxe9BQwk7Zxh6STfF","Childish Gambino, 21 Savage, Ink, Kadhja Bonet","spotify:album:600ClrWRsAr7jZ0qjaBLHz","3.15.20","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2020-03-22","https://i.scdn.co/image/ab67616d0000b2734c8974d1d37295694d7d4e8f","1","4","392186","https://p.scdn.co/mp3-preview/30264254467a5c6c8dbbee4be9eb9bf18fb0a39c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","spotify:user:rileybrady0","2021-11-19T17:03:48Z"
"spotify:track:6ywnTBL62OTd8HUaztJizb","Time: The Donut of the Heart","spotify:artist:0IVcLMMbm05VIjnzPkGCyp","J Dilla","spotify:album:5fMlysqhFE0itGn4KezMBW","Donuts","spotify:artist:0IVcLMMbm05VIjnzPkGCyp","J Dilla","2006-02-07","https://i.scdn.co/image/ab67616d0000b27383bb78285449998bb974da45","1","10","98720","https://p.scdn.co/mp3-preview/9b6cc7acaf45b3fbd450dae785208ec76d510b81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:rileybrady0","2021-11-19T17:04:09Z"
"spotify:track:7er0EUMY653mxZ1NVD9mwQ","FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF, spotify:artist:6R9Mv0bgGE4Tqxna1q5Mrj, spotify:artist:3jk39CGeaaSO3FPKNx1RUx, spotify:artist:1U1el3k54VvEUzo3ybLPlM","Tyler\, The Creator, Roy Ayers, Syd, Kali Uchis","spotify:album:621OhgnZJ7Pz8iUazct1In","Cherry Bomb","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","2015-04-13","https://i.scdn.co/image/ab67616d0000b273e4bf0d3d9e0224a30ca5f665","1","5","179042","https://p.scdn.co/mp3-preview/cecd11cac5bbf29526a44135eff8fc4107c5c635?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","spotify:user:rileybrady0","2021-11-19T17:04:20Z"
"spotify:track:4QTwWQDW89udp0JDO2lmPI","OPEN UP","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","spotify:album:4mvxoogQn8p84Wz17zTHnJ","CASE STUDY 01","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","2019-06-28","https://i.scdn.co/image/ab67616d0000b2737607aa9ae7904e1b12907c93","1","5","266226","https://p.scdn.co/mp3-preview/ae2fb8d3a79b0944f9fcb71224dd8a7eed67b29e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","55","spotify:user:rileybrady0","2021-11-19T17:06:36Z"
"spotify:track:3dvRD7tnKF9Kxocks07jue","Beige","spotify:artist:7MNEVabc4cs19CbzAFZmXz, spotify:artist:6TvjXbopXg71XRM9OZWqUc, spotify:artist:1djeOKOhlMmpiF6gyGVUcu","Terrace Martin, Arin Ray, Elena Pinderhughes","spotify:album:67VkDUL4cKcQeMrV2CDPHf","Beige","spotify:artist:7MNEVabc4cs19CbzAFZmXz","Terrace Martin","2019-12-20","https://i.scdn.co/image/ab67616d0000b27313c7b5a02687028035b24453","1","1","197173","https://p.scdn.co/mp3-preview/704101ea3ae0a9e96acc6d5ad765b55e5644300d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","spotify:user:rileybrady0","2021-11-20T19:03:41Z"
"spotify:track:7es56D0QedGMsK39wl2yFX","Happier Than Ever","spotify:artist:7zkwepHPyac6tCYl0fL0co","ASTN","spotify:album:6EOyWmHnLJptnyjB8xrYT5","Happier Than Ever","spotify:artist:7zkwepHPyac6tCYl0fL0co","ASTN","2021-11-09","https://i.scdn.co/image/ab67616d0000b273698c11528e14ba96af68f973","1","1","109325","https://p.scdn.co/mp3-preview/c5761f2e3b8bdba42eb0da5c7f9d34d1bab864aa?cid=9950ac751e34487dbbe027c4fd7f8e99","true","76","spotify:user:rileybrady0","2021-12-04T18:44:49Z"
"spotify:track:48wH8bAxvBJO2l14GmNLz7","Wait for the Moment","spotify:artist:7pXu47GoqSYRajmBCjxdD6, spotify:artist:0KqOkbIFceB9082jY7XdWF","Vulfpeck, Vulf","spotify:album:66lLDYWrrbm8tsrBGNYC5E","My First Car","spotify:artist:7pXu47GoqSYRajmBCjxdD6, spotify:artist:0KqOkbIFceB9082jY7XdWF","Vulfpeck, Vulf","2013-12-06","https://i.scdn.co/image/ab67616d0000b2735d952bb2522153a1ae365783","1","1","230676","https://p.scdn.co/mp3-preview/6f71fb60d0d1a97c19bb5eaa69454de1ad786c7a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:rileybrady0","2021-12-04T18:49:59Z"
"spotify:track:3nGhp4FuIaitNYn4s7XHaX","In Too Deep (feat. Kiana Ledé)","spotify:artist:0QWrMNukfcVOmgEU0FEDyD, spotify:artist:7jZMxhsB8djyIbYmoiJSTs","Jacob Collier, Kiana Ledé","spotify:album:33cj3kzLqVOg9zvy69Wrc8","Djesse Vol. 3","spotify:artist:0QWrMNukfcVOmgEU0FEDyD","Jacob Collier","2020-08-14","https://i.scdn.co/image/ab67616d0000b27334de228d223a20a8a5d1f465","1","6","232706","https://p.scdn.co/mp3-preview/782c6bb200238775207e7c0b86fd86ca86057419?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:rileybrady0","2021-12-04T18:51:07Z"
"spotify:track:1iTiSQWPJNqthOMG8HG6gI","Time Alone With You (feat. Daniel Caesar)","spotify:artist:0QWrMNukfcVOmgEU0FEDyD, spotify:artist:20wkVLutqVOYrc0kxFs7rA","Jacob Collier, Daniel Caesar","spotify:album:33cj3kzLqVOg9zvy69Wrc8","Djesse Vol. 3","spotify:artist:0QWrMNukfcVOmgEU0FEDyD","Jacob Collier","2020-08-14","https://i.scdn.co/image/ab67616d0000b27334de228d223a20a8a5d1f465","1","4","256240","https://p.scdn.co/mp3-preview/8c114cfb27fb058f8df72cb95d6464555e435943?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:rileybrady0","2021-12-04T18:51:16Z"
